district_id,age,gender,account_id,s_household,s_insurance,s_leasing,s_loan,s_statements,c_interest,c_pension,FREQUENCY,CASH_REC,CASH_SPENT,credit,spent,saving
52,49,F,1261,381204,0,0.0,0.0,584.0,9019.0,0,262,1125094.0,658544.0,1134113.0,1040332.0,93781.0
29,86,F,1262,51780,0,0.0,1160.0,262.8,2184.8,155181,107,400.0,71802.8,157765.8,125005.6,32760.199999999983
30,55,F,1263,3086,0,0.0,0.0,990.0,8291.3,0,193,1188856.0,1123563.0,1197147.3,1127639.0,69508.30000000005
1,74,M,1264,118890,0,0.0,0.0,248.2,3678.8,0,116,410656.0,215588.2,414334.8,334726.4,79608.39999999997
49,83,M,1265,58310,0,0.0,3940.0,423.4,2980.0,231098,159,300.0,134833.4,234378.0,197506.8,36871.20000000001
57,53,M,1266,235126,0,0.0,0.0,365.0,4681.6,0,173,681805.0,402345.0,686486.6,637836.0,48650.59999999998
43,45,F,1267,56775,504,0.0,0.0,350.4,4871.4,0,231,608182.5,433790.4,613053.9,491419.80000000005,121634.09999999998
74,72,F,1268,142529,0,2923.0,2286.0,876.0,8180.2,0,386,70500.0,124596.0,78680.2,273210.0,-194529.8
52,57,F,1269,366627,0,0.0,0.0,759.2,6998.2,0,381,782198.0,344479.2,789196.2,711865.4,77330.79999999993
55,57,M,1270,112319,0,0.0,37391.4,2600.0,3327.6,0,186,8300.0,261838.0,11627.6,414148.4,-402520.80000000005
17,65,F,1271,108014,3401,0.0,3315.0,365.0,2362.6,0,164,245540.0,120705.0,247902.6,235800.0,12102.600000000006
40,81,M,1272,1765,229,0.0,62.0,1530.0,14244.0,0,260,859394.0,780039.7,873638.0,783625.7,90012.30000000005
37,50,F,1273,205008,0,0.0,7024.0,759.2,11725.9,0,327,1272170.0,996859.2,1283895.9,1209650.4,74245.5
54,38,M,1274,6901,228,0.0,2537.8,780.0,5616.7,0,177,1180002.0,1106393.8,1185618.7,1116840.6,68778.09999999986
32,94,M,1275,49478,0,0.0,0.0,365.0,2723.1,163410,146,300.0,97985.0,166433.1,147828.0,18605.100000000006
36,80,M,1276,263304,11323,0.0,0.0,978.2,8285.3,0,551,602272.0,280838.2,610557.3,556443.4,54113.90000000002
31,98,M,1277,195993,0,0.0,0.0,890.6,5911.0,412368,345,1000.0,209470.6,419279.0,406354.2,12924.799999999988
28,87,M,1279,35870,0,0.0,0.0,131.4,874.9,75334,56,1000.0,26211.4,77208.9,62212.8,14996.099999999991
70,94,M,1280,97149,0,0.0,0.0,569.4,5188.2,225368,207,600.0,78339.4,231156.2,176057.8,55098.40000000002
8,71,F,1281,968,1011,0.0,2380.0,219.0,5141.2,0,92,320156.0,223919.0,325297.2,228497.0,96800.20000000001
55,73,M,1284,6061,0,0.0,4375.5,160.6,3133.2,0,91,560929.0,529331.6,564062.2,539928.7,24133.5
30,67,M,1285,460812,0,0.0,7360.0,905.2,10608.1,0,393,1390141.0,902605.2,1400749.1,1371682.4,29066.700000000186
66,67,M,1286,507893,0,0.0,7360.0,5900.0,15304.1,0,468,3317795.0,2776064.0,3333099.1,3297217.0,35882.10000000009
35,58,F,1287,110166,21525,0.0,0.0,598.6,9370.5,0,353,51700.0,652140.6,61070.5,784430.2,-723359.7
11,90,F,1288,170810,4372,0.0,2736.0,817.6,4223.3,369599,317,600.0,182047.6,374422.3,360783.2,13639.099999999977
72,77,M,1289,173750,0,1709.0,0.0,365.0,8190.6,0,168,762882.5,511385.0,771073.1,687209.0,83864.09999999998
1,94,F,1291,65317,0,0.0,0.0,715.4,4276.4,260334,328,600.0,160255.4,265210.4,226287.8,38922.600000000035
3,39,M,1292,80806,10387,0.0,0.0,686.2,9775.5,0,403,699659.0,475906.2,709434.5,567785.4,141649.09999999998
40,70,F,1293,84282,0,0.0,0.0,335.8,5262.8,0,155,704134.0,580635.8,709396.8,665253.6000000001,44143.19999999995
71,57,M,1294,65883,0,0.0,0.0,642.4,6180.6,0,306,774426.0,562962.4,780606.6,629487.8,151118.79999999993
15,51,F,1295,149764,0,0.0,2057.0,657.0,4060.0,0,265,324019.0,162557.0,328079.0,315035.0,13044.0
50,87,M,1296,32140,0,0.0,0.0,292.0,1880.7,125500,112,800.0,60982.0,128180.7,93414.0,34766.7
54,61,F,1297,177871,0,0.0,0.0,876.0,13832.9,0,444,1450025.5,982196.0,1463858.4,1160943.0,302915.3999999999
7,50,F,1298,174929,0,0.0,7024.0,438.0,4326.2,0,199,483448.0,272138.0,487774.2,454529.0,33245.20000000001
1,54,F,1299,21934,0,0.0,0.0,890.6,5766.5,0,386,21600.0,98490.6,27366.5,121315.20000000001,-93948.70000000001
18,38,M,1301,6901,228,0.0,2537.8,423.4,6081.1,0,133,240363.0,229473.4,246444.1,239563.6,6880.5
55,94,F,1302,219744,0,0.0,0.0,817.6,5611.5,371490,292,800.0,122707.6,377901.5,343269.2,34632.29999999999
23,73,M,1303,45672,0,0.0,0.0,146.0,1997.3,0,70,111633.0,34146.0,113630.3,79964.0,33666.3
40,46,F,1304,0,0,0.0,0.0,321.2,5408.7,0,148,765995.0,741918.2,771403.7,742239.3999999999,29164.300000000047
27,54,M,1305,2280,0,0.0,0.0,861.4,15728.1,0,324,739705.0,645761.4,755433.1,648902.8,106530.29999999993
1,49,F,1306,209045,77408,0.0,0.0,584.0,5690.7,0,346,845605.0,489984.0,851295.7,777021.0,74274.69999999995
56,54,F,1307,147348,0,0.0,0.0,642.4,4333.2,0,269,334911.0,181442.4,339244.2,329432.8,9811.400000000023
54,83,M,1308,72742,0,0.0,3940.0,321.2,2544.7,138213,111,400.0,38461.2,141157.7,115464.4,25693.300000000017
1,45,F,1309,407960,0,0.0,0.0,569.4,9746.4,0,257,1000.0,1455209.4,10746.4,1863738.7999999998,-1852992.4
1,55,F,1310,3086,0,0.0,0.0,423.4,2928.1,0,158,262232.0,247923.4,265160.1,251432.8,13727.299999999988
60,82,M,1311,298464,0,0.0,0.0,452.6,3092.0,0,194,568660.0,255552.6,571752.0,554469.2,17282.800000000047
23,89,M,1312,76050,0,0.0,0.0,657.0,4822.0,286750,254,400.0,184347.0,291972.0,261054.0,30918.0
45,67,M,1313,6393,0,0.0,7360.0,175.2,3308.3,0,102,896870.0,858352.2,900178.3,872280.3999999999,27897.90000000014
48,66,F,1314,392673,0,4471.3,0.0,817.6,11439.8,0,324,1108756.0,669777.6,1120195.8,1067739.5,52456.30000000005
13,77,F,1315,112520,126400,1709.0,0.0,569.4,5723.8,0,335,493284.0,228089.4,499007.8,469287.8,29720.0
42,64,F,1316,0,0,0.0,0.0,277.4,1304.3,0,144,300.0,14947.4,1604.3,15224.8,-13620.5
56,89,M,1317,185129,0,0.0,0.0,773.8,6444.8,390456,298,1100.0,192293.8,398000.8,378196.6,19804.20000000001
56,78,M,1318,43747,8060,0.0,10308.0,58.4,1113.2,0,57,205048.0,108864.4,206161.2,171037.8,35123.40000000002
56,63,F,1319,58059,12258,0.0,0.0,800.0,3067.3,0,90,416198.0,304209.0,419265.3,375326.0,43939.29999999999
58,39,F,1320,90655,2980,0.0,0.0,292.0,2803.0,0,186,377375.0,231392.0,380178.0,325319.0,54859.0
60,61,M,1321,47924,0,0.0,0.0,233.6,1928.4,0,111,131075.0,62373.6,133003.4,110531.2,22472.199999999997
67,92,M,1322,92070,0,0.0,0.0,890.6,4841.9,292710,374,200.0,94300.6,297751.9,187261.2,110490.70000000001
43,53,M,1323,255571,0,0.0,0.0,379.6,6628.2,0,175,716153.0,394159.6,722781.2,650110.2,72671.0
42,48,F,1324,63829,0,0.0,1029.0,306.6,6090.5,0,152,524210.5,394746.6,530301.0,459911.19999999995,70389.80000000005
26,49,M,1325,3102,0,0.0,0.0,350.4,1918.2,0,150,300.0,19820.4,2218.2,23272.800000000003,-21054.600000000002
52,37,F,1326,4333,25444,0.0,7891.5,292.0,2171.0,0,189,157037.5,78152.0,159208.5,116112.5,43096.0
65,35,M,1327,2384,0,0.0,0.0,700.8,5820.3,0,268,329406.0,315900.8,335226.3,318985.6,16240.700000000012
8,76,F,1328,5208,0,0.0,0.0,394.2,7364.3,0,168,9200.0,1078564.2,16564.3,1084166.4,-1067602.0999999999
53,76,M,1329,82672,0,0.0,23522.4,321.2,2169.0,0,175,19600.0,124793.2,21769.0,231308.8,-209539.8
68,75,F,1330,168469,0,0.0,0.0,306.6,3899.6,0,152,1056962.0,1034201.9,1060861.6,1202977.5,-142115.8999999999
59,54,F,1331,49408,0,0.0,0.0,627.8,5525.9,0,279,9300.0,366995.8,14825.9,417031.6,-402205.69999999995
50,56,M,1332,312400,0,0.0,0.0,934.4,19601.2,0,407,1681725.0,1301474.4,1701326.2,1614808.7999999998,86517.40000000014
21,79,M,1333,302156,0,0.0,0.0,671.6,5172.6,0,279,556842.0,237471.6,562014.6,540299.2,21715.400000000023
74,65,F,1334,686,3401,0.0,3315.0,905.2,7309.4,0,327,431465.0,419205.2,438774.4,427512.4,11262.0
54,79,M,1335,190633,0,0.0,0.0,496.4,6148.6,0,239,639987.5,363316.4,646136.1,554445.8,91690.29999999993
5,67,F,1336,176061,0,0.0,7360.0,248.2,2661.0,0,125,416296.0,225948.2,418957.0,409617.4,9339.599999999977
17,38,F,1337,202741,228,0.0,2537.8,861.4,9834.4,0,376,491372.0,237061.4,501206.4,443429.6,57776.80000000005
74,75,F,1338,307884,10519,0.0,0.0,978.2,14649.5,0,592,2435732.0,1966271.2,2450381.5,2285652.4,164729.1000000001
76,65,F,1339,686,3401,0.0,3315.0,102.2,2926.5,0,64,401173.0,369953.2,404099.5,377457.4,26642.099999999977
52,67,M,1340,14573,11200,0.0,7360.0,131.4,1182.0,0,87,21400.0,30651.4,22582.0,63915.8,-41333.8
36,54,M,1341,2280,0,0.0,0.0,467.2,2390.1,0,172,1100.0,35207.2,3490.1,37954.399999999994,-34464.299999999996
9,52,M,1342,30764,47645,0.0,3723.0,175.2,2357.5,0,105,380554.0,255768.2,382911.5,338075.4,44836.09999999998
12,60,F,1344,0,0,0.0,0.0,3600.0,7476.1,0,219,1726937.0,1708902.0,1734413.1,1712502.0,21911.100000000093
28,51,M,1345,189832,0,0.0,2057.0,832.2,13878.0,0,420,1541720.0,1158172.2,1555598.0,1350893.4,204704.6000000001
74,41,M,1346,22288,0,0.0,0.0,189.8,1362.3,0,105,17900.0,33689.8,19262.3,56167.600000000006,-36905.3
8,74,F,1347,0,0,0.0,0.0,292.0,1128.1,0,105,500.0,22682.0,1628.1,22974.0,-21345.9
55,45,F,1348,45225,4428,0.0,0.0,116.8,2058.7,0,80,152592.0,52536.8,154650.7,102306.6,52344.100000000006
75,87,F,1349,68760,0,0.0,0.0,423.4,2275.8,221986,196,700.0,94323.4,224961.8,163506.8,61455.0
21,74,M,1350,116875,0,0.0,0.0,510.0,4586.2,0,146,681318.0,455069.0,685904.2,572454.0,113450.19999999995
40,63,F,1351,66977,0,0.0,0.0,408.8,2601.7,0,138,300.0,19378.8,2901.7,86764.6,-83862.90000000001
1,58,F,1352,139872,17020,0.0,0.0,671.6,10807.6,0,432,1378100.0,996671.6,1388907.6,1154235.2,234672.40000000014
51,64,F,1353,33201,0,0.0,0.0,744.6,7969.3,0,346,987296.0,582444.6,995265.3,616390.2,378875.1000000001
31,94,F,1354,43120,0,0.0,0.0,189.8,954.2,83160,76,1000.0,28849.8,85114.2,72159.6,12954.599999999991
1,58,F,1355,43272,0,0.0,0.0,160.6,2554.0,0,85,333255.0,234240.6,335809.0,277673.2,58135.79999999999
39,41,F,1356,0,0,0.0,0.0,262.8,1957.9,0,107,138427.0,126062.8,140384.9,126325.6,14059.299999999988
56,41,M,1357,75570,0,0.0,0.0,467.2,5750.5,0,211,61000.0,55487.2,66750.5,131524.4,-64773.899999999994
39,56,F,1358,91520,0,0.0,0.0,394.2,4254.1,0,182,225750.0,107594.2,230004.1,199508.4,30495.70000000001
8,51,M,1359,2074,0,0.0,2057.0,0.0,5595.2,0,120,96600.0,30500.0,102195.2,34631.0,67564.2
71,39,F,1360,3115,0,0.0,0.0,700.8,9177.1,0,279,396996.0,268550.8,406173.1,272366.6,133806.5
46,65,M,1361,124586,3401,0.0,3315.0,277.4,4092.1,0,125,547334.0,377177.4,551426.1,508756.80000000005,42669.29999999993
1,64,M,1362,0,0,0.0,0.0,160.6,4350.3,0,83,398154.0,341460.6,402504.3,341621.19999999995,60883.100000000035
11,51,F,1363,87856,1394,0.0,2057.0,233.6,3851.4,0,158,540791.0,395753.6,544642.4,487294.19999999995,57348.20000000007
42,73,M,1365,70853,0,0.0,0.0,408.8,5769.3,0,185,62300.0,45898.8,68069.3,117160.6,-49091.3
60,54,M,1366,317298,66,0.0,0.0,949.0,7386.6,0,534,639776.0,288029.0,647162.6,606342.0,40820.59999999998
74,45,M,1367,92928,16491,0.0,0.0,335.8,2875.3,0,224,373077.0,227035.8,375952.3,336790.6,39161.70000000001
22,49,F,1368,100760,0,0.0,0.0,306.6,2606.0,0,125,421730.0,314087.6,424336.0,415154.19999999995,9181.800000000047
32,82,M,1369,168140,0,0.0,0.0,408.8,4993.6,0,215,473537.0,207308.8,478530.6,375857.6,102673.0
52,88,F,1370,43012,0,0.0,0.0,321.2,3275.5,156600,125,600.0,80021.2,160475.5,123354.4,37121.100000000006
1,80,F,1371,162100,0,0.0,0.0,744.6,4453.6,258216,256,400.0,77524.6,263069.6,240369.2,22700.399999999965
1,35,F,1372,2384,0,0.0,0.0,949.0,10676.7,0,389,583219.0,570949.0,593895.7,574282.0,19613.699999999953
47,64,F,1373,99308,0,0.0,0.0,890.6,4652.7,0,361,500.0,64330.6,5152.7,164529.2,-159376.5
53,50,M,1374,269,0,0.0,128633.5,321.2,5614.5,0,166,4000.0,1285754.2,9614.5,1414977.9,-1405363.4
19,60,M,1375,308360,0,0.0,45336.0,744.6,11221.3,0,358,1245446.0,818144.6,1256667.3,1172585.2,84082.1000000001
64,99,F,1376,100088,0,0.0,4682.0,496.4,2935.1,159783,167,700.0,44576.4,163418.1,149842.8,13575.300000000017
1,76,M,1377,57464,0,0.0,0.0,321.2,1418.1,0,122,300.0,27101.2,1718.1,84886.4,-83168.29999999999
20,68,F,1378,193650,45182,0.0,1247.0,949.0,19921.1,0,600,1857538.0,1384049.0,1877459.1,1625077.0,252382.1000000001
47,65,M,1379,70216,3401,0.0,3315.0,146.0,2208.2,0,69,180095.0,57946.0,182303.2,135024.0,47279.20000000001
53,56,M,1380,272950,0,0.0,0.0,423.4,6037.2,0,224,885768.0,525023.4,891805.2,798396.8,93408.3999999999
57,86,F,1381,155187,0,0.0,1160.0,832.2,4667.0,251596,287,1000.0,82842.2,257263.0,240021.40000000002,17241.599999999977
48,45,M,1382,123540,0,0.0,0.0,876.0,5085.1,0,324,800.0,58146.0,5885.1,182562.0,-176676.9
11,97,F,1383,62280,3,0.0,10999.0,394.2,4426.5,221088,172,1000.0,133104.2,226514.5,206780.40000000002,19734.099999999977
74,77,M,1384,0,0,1709.0,0.0,840.0,6376.2,0,168,5900.0,1087690.4,12276.2,1090239.4,-1077963.2
53,64,M,1385,157344,0,0.0,0.0,219.0,4673.7,0,106,386256.0,164119.0,390929.7,321682.0,69247.70000000001
67,75,F,1387,3369,0,0.0,0.0,0.0,2191.3,0,43,53200.0,6500.0,55391.3,9869.0,45522.3
29,42,F,1388,4239,1592,0.0,239.0,744.6,9024.8,0,243,1296220.0,1214344.6,1305244.8,1221159.2000000002,84085.59999999986
34,77,M,1389,95640,0,1709.0,20910.8,219.0,2759.0,0,126,696804.0,519880.0,699563.0,638358.8,61204.19999999995
69,61,M,1390,22533,0,0.0,0.0,277.4,2457.5,0,150,308988.0,135137.4,311445.5,157947.8,153497.7
15,66,F,1391,61060,0,4471.3,0.0,277.4,3482.6,0,131,421424.0,320957.4,424906.6,386766.10000000003,38140.49999999994
61,73,F,1392,200164,0,0.0,0.0,919.8,17860.1,0,441,1729040.0,1222219.8,1746900.1,1423303.6,323596.5
1,70,F,1393,109230,0,0.0,0.0,292.0,3413.9,0,123,239827.5,106012.0,243241.4,215534.0,27707.399999999994
32,94,M,1394,62522,0,0.0,0.0,627.8,7314.1,304368,270,600.0,155147.8,312282.1,218297.59999999998,93984.5
1,81,M,1395,111589,229,0.0,62.0,467.2,4742.8,0,207,284538.0,127767.2,289280.8,240114.4,49166.399999999994
46,70,F,1396,386532,0,0.0,0.0,379.6,6069.6,0,196,1290377.0,877523.6,1296446.6,1264435.2,32011.40000000014
21,39,F,1397,535531,0,0.0,0.0,934.4,10580.7,0,403,1314750.0,686634.4,1325330.7,1223099.8,102230.8999999999
62,45,M,1398,0,0,0.0,0.0,0.0,2398.0,0,67,65400.0,35800.0,67798.0,35800.0,31998.0
45,37,F,1399,143419,880,0.0,7891.5,379.6,4053.2,0,249,331848.0,147519.6,335901.2,300089.7,35811.5
1,94,F,1401,147780,0,0.0,0.0,861.4,8747.4,438400,353,300.0,258011.4,447447.4,406652.8,40794.600000000035
55,53,F,1402,137596,30615,0.0,0.0,934.4,7876.8,0,589,704850.0,355454.4,712726.8,524599.8,188127.0
17,62,M,1403,303233,0,0.0,0.0,481.8,4725.3,0,203,648931.0,327481.8,653656.3,631196.6,22459.70000000007
7,68,M,1404,392677,3423,0.0,1247.0,1830.0,13078.5,0,559,1854013.0,1376624.0,1867091.5,1775801.0,91290.5
53,44,F,1405,62527,0,0.0,0.0,379.6,4148.9,0,191,45200.0,56829.6,49348.9,119736.2,-70387.29999999999
50,99,M,1406,128811,0,0.0,4682.0,773.8,4629.1,240178,318,200.0,79733.8,245007.1,214000.59999999998,31006.50000000003
19,71,F,1407,283726,1011,0.0,59884.7,1900.0,6224.2,0,182,1325464.0,917251.0,1331688.2,1263772.7,67915.5
10,66,M,1408,0,0,4471.3,0.0,335.8,8538.7,0,139,200.0,1003134.8,8738.7,1007941.9,-999203.2000000001
74,65,F,1410,229646,3401,0.0,3315.0,861.4,17409.6,0,380,1448547.0,1150761.4,1465956.6,1387984.7999999998,77971.80000000028
54,73,M,1411,321675,0,0.0,0.0,876.0,15642.1,0,393,981736.0,583576.0,997378.1,906127.0,91251.09999999998
64,55,F,1412,61118,69930,0.0,0.0,905.2,7842.1,0,511,1046251.0,782565.2,1054093.1,914518.3999999999,139574.7000000002
65,82,M,1413,76608,23560,0.0,0.0,540.2,4901.8,0,294,651413.0,390840.2,656314.8,491548.4,164766.40000000002
58,72,M,1414,89669,78131,2923.0,2286.0,613.2,4919.2,0,346,816944.0,391513.2,821863.2,565135.4,256727.79999999993
73,38,F,1416,6901,228,0.0,2537.8,1800.0,11278.7,0,344,2072487.0,2090512.1,2083765.7,2101978.9,-18213.199999999953
75,79,M,1417,328124,0,0.0,0.0,627.8,12508.4,0,279,1269408.0,843527.8,1281916.4,1172279.6,109636.79999999981
35,47,M,1418,128602,141,0.0,183.0,262.8,3066.3,0,119,272500.0,122542.8,275566.3,251731.6,23834.699999999983
33,83,F,1419,183985,0,0.0,3940.0,803.0,5310.0,363060,308,400.0,155003.0,368770.0,343731.0,25039.0
68,84,M,1420,80624,0,1709.0,0.0,554.8,4415.8,223686,217,900.0,118524.8,229001.8,201412.6,27589.199999999983
71,36,F,1421,4069,0,0.0,0.0,700.8,7913.7,0,302,387372.0,329800.8,395285.7,334570.6,60715.100000000035
68,83,F,1422,172130,0,0.0,3940.0,919.8,6564.8,397256,363,400.0,196149.8,404220.8,373139.6,31081.20000000001
76,58,F,1423,83790,0,0.0,0.0,496.4,2963.8,0,225,243064.0,106656.4,246027.8,190942.8,55085.0
32,66,M,1424,93360,0,4471.3,0.0,204.4,1862.1,0,101,369082.0,256124.4,370944.1,354160.1,16784.0
76,70,M,1425,256428,0,0.0,0.0,890.6,10020.2,0,395,606136.0,311690.6,616156.2,569009.2,47147.0
40,85,M,1426,94985,0,1792.0,0.0,481.8,2650.3,152836,165,200.0,41331.8,155686.3,138590.6,17095.699999999983
17,49,F,1427,208666,0,0.0,0.0,481.8,6990.6,0,210,525927.0,273701.8,532917.6,482849.6,50068.0
57,43,F,1429,138715,0,0.0,0.0,876.0,6002.7,0,316,1100.0,56746.0,7102.7,196337.0,-189234.3
26,42,M,1430,4239,1592,0.0,239.0,0.0,0.0,0,12,23900.0,12900.0,23900.0,18970.0,4930.0
41,38,F,1431,6901,228,0.0,2537.8,408.8,2895.6,0,181,223073.0,174108.8,225968.6,184184.4,41784.20000000001
27,62,M,1432,165353,0,0.0,0.0,175.2,2345.7,0,87,1000.0,422194.2,3345.7,587722.4,-584376.7000000001
70,85,M,1434,42399,0,1792.0,0.0,175.2,970.1,82399,73,200.0,22915.2,83569.1,67281.4,16287.700000000012
1,63,M,1435,169323,0,0.0,0.0,292.0,4306.2,0,135,612432.5,395392.0,616738.7,565007.0,51731.69999999995
3,58,M,1436,136576,0,0.0,0.0,642.4,7271.7,0,274,319454.0,139742.4,326725.7,276960.8,49764.90000000002
50,48,F,1437,81647,2795,0.0,1029.0,613.2,3997.7,0,358,25900.0,67633.2,29897.7,153717.4,-123819.7
23,58,F,1438,0,0,0.0,0.0,360.0,2505.3,0,78,334384.0,294251.0,336889.3,294611.0,42278.29999999999
11,58,F,1439,0,0,0.0,0.0,438.0,1978.8,0,161,700.0,28808.0,2678.8,29246.0,-26567.2
64,41,M,1440,3248,3304,0.0,0.0,846.8,5406.2,0,466,51300.0,113706.8,56706.2,121105.6,-64399.40000000001
50,89,F,1441,111550,0,0.0,0.0,657.0,5005.2,317700,270,500.0,169187.0,323205.2,281394.0,41811.20000000001
23,53,M,1442,377701,0,0.0,0.0,905.2,10278.5,0,384,1336121.0,916925.2,1346399.5,1295531.4,50868.10000000009
54,58,M,1443,75050,0,0.0,0.0,146.0,2369.8,0,73,330161.0,215446.0,332530.8,290642.0,41888.79999999999
70,39,M,1444,55739,0,0.0,0.0,365.0,4198.3,0,171,56100.0,40675.0,60298.3,96779.0,-36480.7
60,38,F,1445,45009,31403,0.0,2537.8,408.8,3271.2,0,266,271496.0,129488.8,274767.2,208847.40000000002,65919.79999999999
57,38,M,1446,216612,228,0.0,2537.8,613.2,10983.2,0,270,912907.0,583013.2,923890.2,803004.2,120886.0
65,52,F,1447,148340,0,0.0,41247.6,248.2,2425.9,0,127,11200.0,109002.2,13625.9,298838.0,-285212.1
1,81,M,1448,1765,229,0.0,62.0,0.0,1793.3,0,62,54900.0,31900.0,56693.3,33956.0,22737.300000000003
35,70,M,1449,173350,0,0.0,0.0,861.4,9518.7,0,441,486109.0,213161.4,495627.7,387372.8,108254.90000000002
63,94,F,1450,86884,0,0.0,0.0,408.8,4814.8,214368,160,400.0,63998.8,219582.8,151291.6,68291.19999999998
77,94,M,1451,227774,0,0.0,0.0,890.6,5976.3,428340,348,1000.0,185720.6,435316.3,414385.2,20931.099999999977
45,69,M,1452,0,0,0.0,0.0,496.4,9591.0,0,185,850874.0,757596.4,860465.0,758092.8,102372.19999999995
61,61,M,1453,404693,0,0.0,0.0,1770.0,13157.6,0,434,2994554.0,2555408.0,3007711.6,2961871.0,45840.60000000009
46,50,M,1454,269,0,0.0,7024.0,0.0,0.0,0,17,40100.0,4900.0,40100.0,12193.0,27907.0
66,46,M,1455,0,0,0.0,0.0,452.6,2773.2,0,173,287141.0,280837.6,289914.2,281290.19999999995,8624.000000000058
9,42,M,1456,4239,1592,0.0,239.0,438.0,9189.2,0,222,2016301.0,1936652.0,2025490.2,1943160.0,82330.19999999995
29,66,M,1458,179245,0,4471.3,0.0,803.0,9081.0,0,353,1084380.0,880803.0,1093461.0,1065322.3,28138.699999999953
12,68,M,1459,1705,137,0.0,1247.0,233.6,969.7,0,101,900.0,17363.6,1869.7,20686.199999999997,-18816.499999999996
54,90,F,1460,74531,4372,0.0,2736.0,292.0,1831.2,132450,106,300.0,34882.0,134581.2,116813.0,17768.20000000001
73,38,F,1461,250641,228,0.0,2537.8,408.8,9766.8,0,202,15400.0,1200356.8,25166.8,1454172.4,-1429005.5999999999
32,46,F,1463,15818,0,0.0,0.0,321.2,2830.3,0,167,46200.0,53151.2,49030.3,69290.4,-20260.09999999999
73,74,M,1464,0,0,0.0,0.0,321.2,7240.5,0,169,1436552.0,1401471.2,1443792.5,1401792.4,42000.10000000009
30,63,F,1465,74746,0,0.0,0.0,554.8,4093.1,0,278,60100.0,86354.8,64193.1,161655.6,-97462.5
69,54,F,1466,2280,0,0.0,0.0,0.0,3753.8,0,40,69485.0,46800.0,73238.8,49080.0,24158.800000000003
37,82,M,1467,354328,0,0.0,0.0,744.6,12609.0,0,297,1197422.0,756944.6,1210031.0,1112017.2,98013.80000000005
54,63,F,1468,2394,0,0.0,0.0,832.2,4368.9,0,356,500.0,52882.2,4868.9,56108.399999999994,-51239.49999999999
67,93,M,1469,114368,0,0.0,0.0,452.6,3584.4,224208,172,1000.0,81892.6,228792.4,196713.2,32079.199999999983
19,69,M,1470,219240,0,0.0,0.0,773.8,8943.6,0,313,798048.0,529673.8,806991.6,749687.6000000001,57303.99999999988
1,71,F,1471,196543,5411,0.0,2380.0,350.4,2648.1,0,197,587574.0,330550.4,590222.1,535234.8,54987.29999999993
2,37,F,1472,132816,97,0.0,7891.5,525.6,4687.9,0,251,416803.0,173445.6,421490.9,314775.7,106715.20000000001
39,42,M,1473,57807,1592,0.0,239.0,394.2,1944.5,0,141,600.0,24004.2,2544.5,84036.4,-81491.9
63,83,F,1474,64195,0,0.0,3940.0,321.2,1855.6,109161,115,900.0,29071.2,111916.6,97527.4,14389.200000000012
1,67,M,1475,6393,0,0.0,7360.0,1830.0,7993.6,0,390,185600.0,1626288.2,193593.6,1641871.2,-1448277.5999999999
61,84,F,1476,234340,0,1709.0,0.0,919.8,4954.7,435948,348,200.0,202009.8,441102.7,438978.6,2124.100000000035
1,64,M,1477,0,0,0.0,0.0,963.6,5051.5,0,345,700.0,69153.6,5751.5,70117.20000000001,-64365.70000000001
5,51,F,1478,252625,0,0.0,2057.0,306.6,5111.0,0,145,834470.0,491969.6,839581.0,746958.2,92622.80000000005
54,42,M,1479,92881,1592,0.0,239.0,584.0,4080.5,0,253,36600.0,83004.0,40680.5,178300.0,-137619.5
41,72,F,1480,7109,0,2923.0,39963.2,630.0,5115.4,0,162,1051456.0,977820.0,1056571.4,1028445.2,28126.199999999953
54,77,F,1481,136290,0,1709.0,0.0,963.6,5113.1,0,348,1000.0,70413.6,6113.1,209376.2,-203263.1
38,57,F,1482,57847,6700,0.0,0.0,277.4,5029.3,0,169,602276.0,403577.4,607305.3,468401.80000000005,138903.5
10,79,M,1483,63610,0,0.0,0.0,452.6,4719.3,0,230,353905.0,155772.6,358624.3,219835.2,138789.09999999998
70,84,M,1484,64064,0,1709.0,0.0,321.2,2622.3,178524,146,200.0,77311.2,181346.3,143405.4,37940.899999999994
36,58,M,1485,19824,0,0.0,0.0,846.8,18548.9,0,441,1746470.0,1239946.8,1765018.9,1260617.6,504401.2999999998
63,74,F,1486,107760,69285,0.0,0.0,438.0,7105.5,0,244,889963.0,572138.0,897068.5,749621.0,147447.5
66,47,M,1487,6940,141,0.0,183.0,861.4,5756.7,0,324,1100.0,59821.4,6856.7,67946.8,-61090.100000000006
25,71,F,1488,94568,1011,0.0,2380.0,219.0,1908.1,0,122,247916.0,121119.0,249824.1,219297.0,30527.100000000006
5,65,M,1490,686,3401,0.0,3315.0,394.2,5350.3,0,160,1074703.0,1005988.2,1080053.3,1013784.3999999999,66268.90000000014
47,82,M,1491,97524,0,0.0,0.0,204.4,3363.2,0,102,306656.0,143884.4,310019.2,241612.8,68406.40000000002
24,86,M,1492,35014,0,0.0,1160.0,306.6,1756.5,123058,113,800.0,62376.6,125614.5,98857.2,26757.300000000003
41,98,M,1493,154006,0,0.0,0.0,978.2,5521.9,360648,411,200.0,193728.2,366369.9,348712.4,17657.5
